epoch,learning_rate,stochastic,binary,which_data,outputlayer,this_training_loss,this_validation_loss,test_score
1,0.300000011921,True,True,mnist,Logistic,0.020799999999999999,0.030499999999999999,0.0344
2,0.298981368542,True,True,mnist,Logistic,0.0044000000000000003,0.022900000000000004,0.026800000000000001
3,0.297966182232,True,True,mnist,Logistic,0.00080000000000000004,0.021099999999999997,0.022700000000000001
4,0.296954452991,True,True,mnist,Logistic,0.00029999999999999997,0.018100000000000002,0.021000000000000001
5,0.295946151018,True,True,mnist,Logistic,0.0,0.019100000000000002,0.019400000000000001
6,0.294941276312,True,True,mnist,Logistic,0.0,0.018800000000000004,0.019300000000000001
7,0.293939828873,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019300000000000001
8,0.292941778898,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019300000000000001
9,0.291947126389,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019300000000000001
10,0.290955841541,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019500000000000003
11,0.289967924356,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019500000000000003
12,0.288983345032,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019500000000000003
13,0.288002133369,True,True,mnist,Logistic,0.0,0.018800000000000004,0.019400000000000004
14,0.287024229765,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019400000000000004
15,0.286049664021,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019300000000000001
16,0.285078406334,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019300000000000001
17,0.284110426903,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019300000000000001
18,0.283145755529,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019200000000000005
19,0.282184362411,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019200000000000005
20,0.281226217747,True,True,mnist,Logistic,0.0,0.018700000000000001,0.019200000000000005
21,0.280271321535,True,True,mnist,Logistic,0.0,0.018600000000000002,0.019200000000000005
22,0.279319673777,True,True,mnist,Logistic,0.0,0.018600000000000002,0.019200000000000005
23,0.278371274471,True,True,mnist,Logistic,0.0,0.018600000000000002,0.019100000000000002
24,0.277426093817,True,True,mnist,Logistic,0.0,0.018500000000000003,0.019100000000000002
25,0.276484102011,True,True,mnist,Logistic,0.0,0.018500000000000003,0.019100000000000002
26,0.275545328856,True,True,mnist,Logistic,0.0,0.018500000000000003,0.019100000000000002
27,0.274609744549,True,True,mnist,Logistic,0.0,0.018500000000000003,0.019100000000000002
28,0.273677319288,True,True,mnist,Logistic,0.0,0.018500000000000003,0.019000000000000003
29,0.272748053074,True,True,mnist,Logistic,0.0,0.018500000000000003,0.019000000000000003
30,0.271821945906,True,True,mnist,Logistic,0.0,0.018500000000000003,0.0189
31,0.270898997784,True,True,mnist,Logistic,0.0,0.018500000000000003,0.0189
32,0.269979178905,True,True,mnist,Logistic,0.0,0.018500000000000003,0.0189
33,0.269062489271,True,True,mnist,Logistic,0.0,0.018500000000000003,0.0189
34,0.268148899078,True,True,mnist,Logistic,0.0,0.018500000000000003,0.0189
35,0.267238408327,True,True,mnist,Logistic,0.0,0.018500000000000003,0.0189
36,0.266331017017,True,True,mnist,Logistic,0.0,0.018500000000000003,0.0189
37,0.265426695347,True,True,mnist,Logistic,0.0,0.018500000000000003,0.018800000000000001
38,0.264525443316,True,True,mnist,Logistic,0.0,0.018500000000000003,0.018800000000000001
39,0.263627260923,True,True,mnist,Logistic,0.0,0.018500000000000003,0.018700000000000001
40,0.262732118368,True,True,mnist,Logistic,0.0,0.018600000000000002,0.018700000000000001
41,0.26184001565,True,True,mnist,Logistic,0.0,0.018600000000000002,0.018700000000000001
42,0.260950952768,True,True,mnist,Logistic,0.0,0.018600000000000002,0.018700000000000001
43,0.260064899921,True,True,mnist,Logistic,0.0,0.018600000000000002,0.018700000000000001
44,0.259181857109,True,True,mnist,Logistic,0.0,0.018600000000000002,0.018700000000000001
45,0.258301824331,True,True,mnist,Logistic,0.0,0.018600000000000002,0.018700000000000001
46,0.257424771786,True,True,mnist,Logistic,0.0,0.018600000000000002,0.018700000000000001
47,0.256550699472,True,True,mnist,Logistic,0.0,0.018600000000000002,0.018700000000000001
48,0.255679607391,True,True,mnist,Logistic,0.0,0.018600000000000002,0.018700000000000001
49,0.25481146574,True,True,mnist,Logistic,0.0,0.018600000000000002,0.018700000000000001
50,0.253946274519,True,True,mnist,Logistic,0.0,0.018600000000000002,0.018700000000000001
51,0.253084003925,True,True,mnist,Logistic,0.0,0.018600000000000002,0.018700000000000001
52,0.252224683762,True,True,mnist,Logistic,0.0,0.018500000000000003,0.018800000000000001
53,0.251368284225,True,True,mnist,Logistic,0.0,0.018500000000000003,0.018800000000000001
54,0.250514775515,True,True,mnist,Logistic,0.0,0.018500000000000003,0.018800000000000001
55,0.24966417253,True,True,mnist,Logistic,0.0,0.018500000000000003,0.018800000000000001
56,0.248816460371,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
57,0.247971624136,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
58,0.247129648924,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
59,0.246290534735,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
60,0.245454266667,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
61,0.244620844722,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
62,0.243790253997,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
63,0.242962479591,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
64,0.242137521505,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
65,0.241315364838,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
66,0.240495994687,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
67,0.239679411054,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
68,0.238865599036,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
69,0.238054543734,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
70,0.237246245146,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
71,0.236440688372,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
72,0.235637873411,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
73,0.234837785363,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
74,0.234040409327,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
75,0.233245745301,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
76,0.232453778386,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
77,0.23166449368,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
78,0.230877891183,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
79,0.230093955994,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
80,0.229312688112,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
81,0.228534072638,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
82,0.227758094668,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
83,0.226984754205,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
84,0.226214036345,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
85,0.225445941091,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
86,0.224680453539,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
87,0.223917558789,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
88,0.223157256842,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
89,0.222399532795,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
90,0.221644386649,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
91,0.220891803503,True,True,mnist,Logistic,0.0,0.018300000000000004,0.0189
92,0.220141783357,True,True,mnist,Logistic,0.0,0.0184,0.0189
93,0.219394311309,True,True,mnist,Logistic,0.0,0.018300000000000004,0.018800000000000001
94,0.218649372458,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
95,0.217906966805,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
96,0.217167079449,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
97,0.216429695487,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
98,0.21569481492,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
99,0.214962437749,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
100,0.214232549071,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
101,0.213505133986,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
102,0.212780192494,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
103,0.212057709694,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
104,0.211337685585,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
105,0.210620105267,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
106,0.209904953837,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
107,0.209192231297,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
108,0.208481937647,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
109,0.207774043083,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
110,0.207068562508,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
111,0.206365481019,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
112,0.205664783716,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
113,0.204966455698,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
114,0.204270511866,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
115,0.203576922417,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
116,0.202885687351,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
117,0.202196806669,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
118,0.20151026547,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
119,0.200826048851,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
120,0.200144156814,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
121,0.199464574456,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
122,0.198787301779,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
123,0.198112338781,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
124,0.197439655662,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
125,0.196769267321,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
126,0.196101143956,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
127,0.195435300469,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
128,0.194771707058,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
129,0.194110378623,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
130,0.193451285362,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
131,0.192794427276,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
132,0.192139804363,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
133,0.191487401724,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
134,0.190837219357,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
135,0.190189242363,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
136,0.18954347074,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
137,0.188899889588,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
138,0.188258498907,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
139,0.187619283795,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
140,0.186982229352,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
141,0.186347335577,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018800000000000001
142,0.18571460247,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
143,0.185084015131,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
144,0.184455573559,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
145,0.183829262853,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
146,0.183205083013,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
147,0.182583019137,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
148,0.181963071227,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
149,0.18134522438,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
150,0.180729478598,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
151,0.180115818977,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
152,0.17950424552,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
153,0.178894743323,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
154,0.178287312388,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
155,0.177681952715,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
156,0.177078649402,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018800000000000001
157,0.176477387547,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018700000000000001
158,0.175878167152,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018700000000000001
159,0.175280988216,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018700000000000001
160,0.174685835838,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018700000000000001
161,0.174092695117,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018700000000000001
162,0.173501580954,True,True,mnist,Logistic,0.0,0.018200000000000001,0.018700000000000001
163,0.172912463546,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
164,0.172325342894,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
165,0.171740218997,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
166,0.171157091856,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
167,0.170575931668,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
168,0.169996753335,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
169,0.169419541955,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
170,0.168844282627,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
171,0.168270975351,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
172,0.167699620128,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
173,0.167130202055,True,True,mnist,Logistic,0.0,0.018000000000000002,0.018700000000000001
174,0.166562721133,True,True,mnist,Logistic,0.0,0.018000000000000002,0.018700000000000001
175,0.165997162461,True,True,mnist,Logistic,0.0,0.018000000000000002,0.018700000000000001
176,0.165433526039,True,True,mnist,Logistic,0.0,0.018000000000000002,0.018700000000000001
177,0.164871811867,True,True,mnist,Logistic,0.0,0.018000000000000002,0.018700000000000001
178,0.164312005043,True,True,mnist,Logistic,0.0,0.018000000000000002,0.018700000000000001
179,0.163754090667,True,True,mnist,Logistic,0.0,0.018000000000000002,0.018700000000000001
180,0.163198068738,True,True,mnist,Logistic,0.0,0.018000000000000002,0.018700000000000001
181,0.162643939257,True,True,mnist,Logistic,0.0,0.018000000000000002,0.018700000000000001
182,0.162091687322,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
183,0.161541312933,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
184,0.160992816091,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
185,0.160446181893,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
186,0.15990139544,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
187,0.159358456731,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
188,0.158817365766,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
189,0.158278107643,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
190,0.157740682364,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
191,0.157205089927,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
192,0.156671315432,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
193,0.156139343977,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
194,0.155609175563,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
195,0.155080810189,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
196,0.154554247856,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
197,0.154029473662,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
198,0.153506472707,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
199,0.152985244989,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
200,0.15246579051,True,True,mnist,Logistic,0.0,0.018100000000000002,0.018700000000000001
